Naive,RandomizeUpdate,Randomize,KMP,Boyer-Mooer,String.indexOf
1701088,146103741,143469871,2246459,519526,3163
1629732,173732727,167609780,2573175,613934,3688
1821765,196786142,192914247,3680191,634126,3409
1803825,184552710,171811135,2584702,578331,3491
1646094,153696552,158733509,2977064,474343,2866
1682106,191458179,188418082,2639205,563504,3218
1674051,177139439,176037441,2495658,523325,2934
1502335,134850121,134984822,2086618,465752,2939
1539104,151642971,146415974,2260781,487204,2817
1860567,169605485,164442171,2432503,553629,3297
1559085,175492858,176301383,3735113,552609,3011
1613288,152411763,144547263,2250893,525398,3027
1995360,150133945,150165528,2461069,564708,3072
1609402,166959642,156557725,2369893,545068,3158
1541565,155348338,143785919,2170136,513223,2967
1641513,134290835,133473031,2128790,489668,2748
1407246,177542432,171718705,2482681,550950,3051
1844827,156981734,151483754,2277906,503844,2969
1631633,178387787,168204899,2475652,578144,3136
2008881,161083413,161685027,2467391,516392,3080
1569516,143823837,143397661,2201226,496046,2905
1563896,174851077,173659372,2467966,550473,3022
1773950,153746689,153396451,2328212,536832,3120
1551707,151357587,139790893,2187367,510740,3122
1751961,166682888,159847149,2270988,470491,9641
1705634,157366260,156032741,2294769,485134,3006
1817061,169285444,170870170,2603585,553692,3485
1784539,159688789,159818288,2563458,589498,3130
1891979,181759216,164917657,2451349,552534,3315
1760871,204766005,196011601,2675465,592890,3481
1745756,191957877,175769061,2514639,581479,3126
1799832,168759106,166093317,2452205,519265,3098
1928620,157168576,155666904,2422327,528656,3319
1813780,191795100,193060445,2724641,606838,3778
2002066,205467885,204781368,3017444,648748,3824
1800443,184932219,177943128,3865130,599256,3191
1898961,171300991,172668610,2664497,602095,3294
1853082,185927217,181142925,2622997,584871,3530
1826432,169447224,158040324,2535764,577773,3178
1667119,172366523,167253037,2541619,576845,3171
1647950,184948164,173802289,2497695,583194,3041
1750732,188796775,188588376,2644049,569354,3077
1531455,169115396,165100478,2443678,530331,3116
2101755,179024156,174843212,2742196,542490,3263
2056464,174361800,175568938,2658721,568316,3350
1716876,195000231,189346464,2658003,568686,3197
1546273,156292723,156514898,2291457,506732,2854
1953503,175271171,175378915,2784097,595244,3390
1891542,124713853,124224794,2145330,501248,4458
2011260,221154122,211744957,2840669,607383,3477
1775679,180750012,175697514,2642177,595326,3321
1867935,170135233,169958484,2453972,543692,3215
1860324,216915707,217855277,3057803,685923,3514
1904469,182926735,182020162,2744142,590930,3159
1921956,211012383,219669850,2908032,633590,3448
2266640,173957897,174162914,2666223,609564,3735
1689649,156039287,150224881,2293604,503266,3109
1978179,199511832,189931087,2824546,601564,3305
2048617,171867993,168739752,2602621,559638,3386
1680974,182352395,186279028,2469399,506621,3013
1596222,178521375,162906136,2426924,550050,3136
1554201,173200315,162113145,2378562,528904,3012
1799631,163301792,158663681,2351946,515385,3058
1975755,187072498,186787530,2893971,600216,4416
1836854,194798363,196342451,2722463,575282,3058
1927748,187394046,185702700,2855775,628845,3166
1495903,155752936,153901791,2252250,495990,2758
1838688,180852155,179413903,2725139,593910,3072
1714808,162737576,157950554,2461831,574411,3074
1933394,174860469,174743511,2569829,535065,3100
2028621,209059578,209039244,2947864,598028,3609
1928585,207152198,205873098,2895308,635326,3181
2006752,192261288,194722947,2843578,626764,3301
1917987,209601587,203751916,2784259,573097,3359
1958835,199847502,190877679,2885101,612709,3210
1959132,209419874,199962260,2835744,594368,3428
1621640,160522450,162452200,2391330,541529,3188
1928732,173894522,174143907,2536284,553838,3089
1894509,187711241,188298510,2743889,594685,3229
2046173,174671914,176718886,2954204,638682,3284
1456418,154869617,142450344,2108811,481975,2958
1789078,168756811,162069967,2554458,570240,3467
1649627,184098535,171798973,2605542,565501,3051
1816648,168617918,166953839,2468432,531279,2945
1773449,177595038,175200760,2591128,538230,3047
1950556,210464783,197309106,2788219,607304,3795
1922957,193350654,191864508,2806597,640975,3162
1663505,179993683,175618550,2604804,577263,2930
1927538,202481739,202664306,2934504,644297,3046
1755945,202603598,197801393,2801904,610278,2896
1978727,199515683,192146743,2740503,585132,3533
1933259,175911698,169015302,2685607,589555,3390
1823820,187654909,187001764,2636065,565022,3391
2055770,195251604,186844876,2952405,674074,4319
1777633,211224810,205042461,2829627,595340,3133
1765405,204901110,197089067,2799156,632415,3339
1735543,194260140,195574448,2666930,567877,3118
1886024,197062600,190313292,2675820,576208,3374
2281461,211077917,210500650,3113782,635372,3415
1844918,201758602,201325790,2938892,634726,3254
1728451,194860649,188062077,2685899,568200,2931
1739505,179237731,179216409,2578638,576903,3609
1898047,181103485,182033497,2628893,554741,2933
1925484,171225102,171684539,2605755,574789,3292
1651903,207856294,209053249,2776200,589186,3010
1693529,166484505,157310588,2348456,504034,2988
1762760,180150080,174891723,2543364,577679,3008
1915592,206883245,204830360,2812815,545253,2921
1701539,174705050,166964765,2421949,523070,3267
2114566,187051138,187677303,2954876,641344,3578
1879944,185182646,182023533,2696975,599679,3692
1957595,218874136,212018194,2994388,641557,3475
1801389,175087843,177051360,2746667,635975,3122
1893547,191596821,192468423,2960583,690772,3479
1803947,202805094,202383385,2853176,632157,3936
1627756,193962247,189896966,2665701,621204,3174
1951882,191634968,189845693,2742347,607154,3414
1802556,201106177,193247409,2804899,609887,3357
1821158,190368877,191668537,2654593,579946,3259
2555393,189667313,186657663,2856132,608784,3140
1797067,189898530,187132342,2667798,561625,3192
1756591,173588998,165760360,2438659,506706,2916
1670989,176960540,178914193,2521021,565587,2952
1578921,139887838,139709948,2883666,495066,3119
1961455,179206149,174372570,2557940,581636,3541
1966930,163203304,161100775,2405601,528262,2917
1988112,167782273,171968043,2632669,576622,3209
1750730,178597226,176679190,2519735,527029,2878
1737049,209823693,199660303,2845790,649944,3238
2191109,207699027,207421234,2937128,599980,3129
1859824,155446954,157720144,2406017,543609,3272
2112522,198264066,199011836,2917301,617953,3372
2208586,171450580,165595230,2453025,527413,3338
1794556,223823710,204572876,3027452,691702,3575
2040718,198430954,198048462,2909668,669280,3352
2203524,189627104,188494732,2830464,602457,3491
2218503,202252966,197399025,2927665,652470,3403
1786859,209694292,203678803,2766428,627056,3437
2260613,184735736,183991952,2777376,617188,3612
2461499,182470065,169855900,2859709,633842,3521
2023812,187308362,179213139,2599253,560001,3019
1745958,221852764,213049967,2875387,614816,3196
2127049,185520784,179090149,2741163,593922,3047
1869621,211832265,205809025,2743335,599834,2993
2002991,184252879,183942756,2581465,569761,2776
1873456,199964892,198615645,2892531,631572,3429
1923869,172702158,169514214,2602708,525581,2862
1799014,167634739,164836041,2600833,590895,3261
2034500,193938952,189037186,2875844,623080,3357
1871283,195148849,188303348,2705111,575911,2972
1988920,167100858,165938018,2588527,580129,3200
1912532,175493164,177950217,2730207,623306,3252
1726845,199545799,198980919,2686633,564503,3196
2099823,189075350,176016074,2662114,578209,3158
2454934,199703671,186502316,2985896,661922,5292
2223895,189201321,188674831,2830298,617995,3317
1818307,171374818,155014715,2389457,554376,3251
1983476,179882008,180205351,2635479,557010,3347
1782871,217895738,206886822,2754393,603288,3385
1837808,211256961,209474669,2857248,596592,3649
2086988,214677577,208500791,3033591,656703,3318
1897189,208085855,208398040,2871794,622977,3476
1753373,199304071,196996673,2776041,609039,3347
2219383,162086421,163398963,2744510,617853,3360
2381792,222878453,223056247,3239126,702133,3288
1783866,187446742,183113973,2436205,513485,2865
1891169,193037172,192604744,2758794,570513,3091
1818489,197043411,195543815,2718554,576859,2924
2136987,191390968,199263181,2821746,659782,3351
1953327,177700221,175809738,2732401,593310,3285
2349130,196573450,189220799,2967794,3658610,3758
1884639,188749724,188170322,2650664,558622,3174
2153985,192491855,193747699,2902049,604603,3156
2088482,189242884,188176258,2768202,592501,3305
2060805,216874181,207667774,3101371,692865,3448
1976346,189116375,186144249,2686427,570379,3443
2087593,210996451,208318785,2974752,639904,3697
2102629,207011721,206426213,3069704,710992,4443
1846853,216263339,215692756,2950735,642987,3349
1820855,176616415,176948412,2668057,637300,3145
2017331,212201252,206540106,2792858,588363,3103
1844712,167256479,164166740,2423614,527446,3058
1861937,157436216,157798927,2266254,493644,3012
1871421,218482985,220049853,2969803,613403,3177
1893251,188440806,190006558,2692654,550157,2997
2088922,207299975,200667521,2880141,632276,2995
1726803,212591863,212252523,2804923,594046,2986
1708531,210105690,211268813,2969860,653842,3027
1834507,214546478,210096035,3020819,676408,3265
2516757,217154755,210379424,3050565,688901,4022
3038308,212815499,207018237,3650283,851671,4456
2414926,165977867,165766395,2829189,643134,3740
2284064,204357187,205799781,3136258,705936,3574
2411427,229416817,213169105,3086907,666891,3488
2218810,213697881,210464979,3833427,702168,3398
1965779,182970327,183668352,2762317,594261,3356
2422309,230968040,226518191,3362145,745194,3448
1844189,203800482,203567319,2888896,655921,3307
3007163,295440332,280453737,3906284,905179,5176
3855843,368894265,359404703,4993621,1126222,6410
3687401,380407580,381818748,5241011,1133239,5725
3599138,388042498,380319171,4891578,1021057,5590
3741544,321836783,279689976,4169026,944373,5623
2904058,288544884,283867911,4109696,936275,4678
1967698,213131486,213911885,2955773,662363,3294
1831365,221267482,210994345,2943493,640164,3070
1940117,185772080,178329643,2786124,633748,3210
1843475,221230700,215876863,3968901,679343,2888
4811343,196065298,197552286,2737220,573412,2935
2267776,195697348,187798379,2870752,588429,3390
1953113,187694838,186532426,2672525,551565,3317
1840234,194615072,186842730,2614040,581037,2925
2100020,195912595,181843834,2730857,622547,3143
2555011,254630936,241675495,3547039,786456,3623
2087495,222408403,218933247,2927129,626552,3339
1946648,225468036,211946838,2964945,673292,3487
1796800,202413297,193919343,2716900,609317,2938
1974643,201464198,199152412,2884276,630911,3304
2308986,217729883,206303603,2936780,631504,3369
1960620,189958938,191240979,2746784,566786,3066
2296464,235539374,236981860,3397134,714826,3484
2308804,236099396,228750423,3151970,663358,3681
2123804,204612810,208175085,2965812,633594,4111
2275586,232211078,226546420,3278401,718320,3550
2149412,207497925,205108238,2948354,633289,2978
2230624,192895356,193855139,2957247,647883,3320
1840208,200034859,199924229,2790058,593827,2879
2043205,172359376,174198438,2598297,546740,2940
1860199,177832825,171388633,2499855,533608,3003
1931707,203278642,195873242,2745668,602601,4224
2100120,189511326,176861915,2684976,587921,3193
2173766,203863935,204891719,2983061,688968,3307
2252473,224271474,217115529,3033672,647421,3144
2387604,212806540,208088294,3084594,674710,3590
2473593,239678707,237225113,3473162,766964,3619
2109909,214564874,213916159,3882382,658360,3719
1917816,210387205,207353634,2868665,615686,3412
2159425,224281681,217322865,3049056,638574,3198
1948638,219587932,218368845,3040551,694402,3471
2046660,206805685,193474542,2854593,660898,3162
1993515,203642266,195728462,2813266,624082,2983
1934720,179311243,172538082,2491885,552291,3154
2103383,199293560,193396619,2695472,561493,2917
2158583,176107343,162206528,2506916,580790,3129
2040266,209677788,201659023,2869517,650962,3150
1885613,206936713,191161718,2819130,612598,3399
2140185,195944036,195526689,2810935,604815,2945
2043330,235158713,225570546,3140684,679951,3271
2381175,207596024,206654964,2985956,579010,3197
1828482,181595966,175411232,2603528,547960,3070
2111621,247653691,245592772,3389511,744093,3511
1636840,205077204,197969129,2689806,581904,3112
2005380,210940057,209999995,3996869,656738,3252
2156513,209746683,209338402,2839914,585347,3315
1954975,186620619,184459280,2670204,574148,3220
2015751,207904895,206524423,2917524,642760,3374
2211697,200526172,202991586,2949100,609312,3365
2272182,188629808,192651258,2948883,658493,3439
2138707,249131924,235693762,3452527,747340,4357
1735029,184345831,178112123,2797487,619470,3132
2244366,221357144,220091069,3342938,698349,3638
2216903,197777626,187501438,3038558,654481,3402
2045552,196230578,190111891,3160108,725058,3821
1933503,212318959,211578211,3120748,646186,3359
2707734,243229384,234240823,4063374,794291,4528
1929840,198336506,188602872,3048192,614408,3260
1785908,215709354,208049530,3073526,693166,3229
2277251,166249863,164756094,2911136,637770,4049
2901907,242790043,233345838,3970790,971028,4294
2381272,225704874,227688005,3575076,780583,3971
2313039,218911469,216798332,3265886,709057,3545
2290928,236677277,236394914,3741548,859800,3444
2206598,235754765,233435816,3500008,755700,4268
2194010,224953537,224007184,3399439,764286,3583
2550168,185480350,184078260,3306947,750986,4191
2557835,267487606,258669322,3952814,812432,4117
4083397,362258601,355000789,5370384,1111667,6056
4336570,354007945,346616161,5481822,1261618,6642
4256176,331050884,322873122,5185911,1150620,6796
3697452,318352149,314095921,4544433,1044317,5583
3668696,371520739,369669312,5155588,1161687,6008
3064511,269457973,257889997,3687745,843798,4762
2487910,315402571,292832179,3683499,801396,4097
2633537,267548336,252060753,3659684,849653,4342
2562685,283409872,282438027,3729411,759982,3665
2638701,275338936,247041743,3330524,752052,3954
2301612,257500930,258300104,3748535,802739,3748
2615662,233218480,230004480,3313090,702333,3775
2468811,251977964,254480062,3519256,751877,3824
2237387,237975949,232000888,3229903,696521,3419
2931825,232583067,223800025,3378520,701844,3394
2422979,240205761,225009326,3045250,622597,3211
1915423,238168670,235049324,3145213,692856,3378
2109457,235120131,226793835,3076807,689107,3467
2231782,237169580,228819830,3222772,730306,3536
2801282,240772430,234820273,3489855,738758,4268
2308638,217979837,205050167,2836662,621710,3256
2178650,225587624,219385286,3657383,650698,2846
1775001,185457127,185066345,2657328,587309,2990
1882732,230189259,229574102,2978398,617256,3145
2026729,221422469,214656015,2890641,635982,3092
1794260,214022967,208543412,2849316,642348,3120
2202777,216837255,216200530,3027624,638016,2888
1886129,191486194,190184919,2671204,566161,2972
2130183,215904279,213232201,3057643,643315,3140
1727704,172993103,173126324,2415623,513600,2916
2439621,221060285,217750241,3018206,655733,3411
2026465,217580181,223425255,3021571,648425,3361
1942508,224314544,226202244,2995430,665521,3312
2417770,224966813,218997344,3036240,625836,3364
2297190,210537984,202660210,3081604,641099,3410
2150587,221245252,222059303,2996685,622589,3393
2113751,228152282,220111434,3042524,627081,3118
2320303,267631324,267733128,3735521,835279,4622
2472372,235076112,229028487,3901307,668668,3779
3628715,338809479,330192557,4723214,1111656,6000
4920251,336190141,332960854,5422303,1221842,6207
4107998,464632589,441051746,5766017,1234581,5683
3663986,320544006,307576679,4596652,1033868,6008
3615264,383165777,380529104,5029357,1077417,5565
2058600,237638615,234289984,3154844,711162,3325
2342635,219951234,221592750,3206938,675320,3101
2428537,224161394,216428488,3072601,662145,3174
2125783,224467534,215801038,3007423,681771,3190
1862269,241099469,235585166,3034745,657232,3125
1813477,207399880,201820882,2792906,611052,2914
2748937,244581648,234425653,3573136,844714,4910
2210256,214719983,210516234,2939112,620408,3099
2502092,239513516,238969461,3464746,750700,3515
2299027,258690246,248769169,3462032,774411,3422
2299615,211839356,212929459,3054888,667222,3260
1924471,239650885,237381430,3189455,711260,3503
2521719,240719320,232060431,3398982,786975,3827
2696095,266778050,266670987,3834921,855410,4041
2617093,244191878,236585819,3391624,721375,8046
2532271,228269123,220428313,4246164,665000,3424
2412358,234330422,224907062,3144719,655244,3674
1785171,199438794,192473603,2626902,561413,2919
2095714,224849556,203175837,2841049,624156,2937
1948467,219229844,218873168,3005927,629228,2803
2164950,228945977,229252834,3278675,740969,3008
2453642,203538827,194430496,2976553,650568,3327
2232611,218347365,218967047,3116340,672462,3050
2003669,180729221,182526918,2696950,602697,3079
2154301,273839213,251373054,3976461,684232,3994
2550217,237909607,227873963,3241250,742524,3298
2249871,249003072,245340597,3455478,801070,3971
2362920,216964948,208994500,3094322,714226,3432
2097171,243869508,234918764,3100271,677104,3332
2061432,244427440,241091752,3141005,681063,3268
2150362,243028247,236927288,3035318,663694,3288
2297235,261342263,249932371,3297866,724821,3201
1999588,224273301,209578989,2951276,663902,3345
1937539,253936173,239961111,3208313,705652,3213
1939528,213059457,215760033,2880645,627406,3501
2188990,256788531,252468567,3344117,677194,3070
1966919,188420245,190063679,2717001,617465,3044
2282543,208713092,212487963,2922913,652859,3164
1960032,227801716,225059283,3094834,658540,3118
2100110,239233423,234489445,3095914,662821,3158
2235497,237079670,231011309,3263382,669276,3138
1904241,226605911,219802023,2985634,677539,3239
2093271,219486918,211003885,2846915,578885,3058
2366042,237613954,240359420,3475644,765916,3770
2391840,235523101,232677063,3259233,677178,3236
2313064,261381549,263252136,3910012,753988,3601
2256116,255177925,249222329,3246306,711432,3531
2120241,265322012,267403042,3546158,735839,3267
2409869,265151964,258897634,3711744,839267,3751
2109852,225099723,215895482,2853311,595522,3169
2594298,199594939,199237678,3109152,693666,3087
2145423,233138056,232318627,3240563,718312,3692
2073612,214383003,207649761,2853812,606697,2888
2270896,219827434,215720899,3080697,644037,3052
2189300,227534068,222192566,3098542,721335,3174
1982917,238715091,233771616,3771902,660387,3095
2043883,213960967,200028795,2791490,641488,3011
2426218,231740596,223951726,3029852,626898,3045
2208949,240696453,241473397,3380661,743886,3310
2305233,217816487,216085705,3173905,734152,3363
2395466,248450134,248160404,3512882,753613,4046
2343545,266773353,267112683,3795603,840313,3525
2224823,245947553,244004862,3472262,761535,3277
2590764,256239265,247958920,3619284,803476,3272
2429135,222994494,217902700,3699456,674149,3170
2307678,271139243,261382850,3526276,757489,3001
2373231,275614838,262534699,3618546,800879,3340
2490840,262403268,235338531,3291725,706343,2994
2367656,279706718,279359775,3609926,744625,3159
2334277,269665602,267040148,3574382,762574,3221
1992584,214017825,205621490,2916508,652555,2913
2157483,217230109,195875057,2909883,646292,3295
1971673,220090950,220062555,3012590,630874,2860
2209734,252586553,250487413,3463887,763401,4108
3029065,239073523,239577560,3504019,743174,3381
2799184,239972320,239813381,3523601,773545,3509
2529071,263855505,247802609,3613560,800761,4159
2413149,229397066,218874279,3126157,679456,3111
2539568,249024843,233662547,3283974,724184,3430
2146343,236240653,235939039,3127475,657922,3352
2343306,218372610,219985042,3090079,673514,3577
2078125,214506607,206119733,3767323,657082,3441
2110780,215766318,216303075,2970308,642169,2910
2051642,232300645,225285790,3146318,690702,3301
2401741,248630611,246337909,3312384,692093,3198
2198360,229019630,231664262,3140707,675478,3469
2207088,192159471,191617253,2840447,632740,3111
2056644,256355128,247072890,3349668,727607,3313
2064357,244704953,242055428,3222606,653087,3045
2609196,236601574,234954662,3454564,753856,4039
2555337,258514401,258701143,3621871,757853,4178
2450237,249143555,249582948,3323706,731666,3405
2521330,254942692,255784776,3459662,704749,3676
2529839,251679093,249892499,3436982,717028,3436
2516306,271433036,269949400,3480369,689044,3141
2521702,226478642,224197169,3109313,690008,3245
3453804,311301519,301597452,4447441,948631,4218
3866925,421681302,407745404,5532488,1211533,5827
3601967,425074832,426993477,5815322,1324400,5918
5450764,410831761,388635508,5067090,1161444,5465
4420762,460163041,454555083,6058578,1331589,5910
2827059,270070251,265685925,3849156,819855,4315
2460618,300753562,298826757,3769045,785898,12696
3034398,283292730,282631666,3993030,849633,3702
2428187,328196951,319326397,4228987,931660,4003
2496234,270195853,259116567,3696141,835334,3695
3334405,281918358,270390409,3980661,927129,4120
2729149,311914755,300420999,3987286,863342,3665
6880175,267451887,268175689,3771542,830523,3335
2274548,253264790,250073711,3326202,719586,3758
2632070,264535051,262185801,3455166,748944,3324
2278321,253197893,249102085,3416484,758791,3490
2579927,271248258,270418077,3767963,819210,3317
2219823,262611272,263391943,3408202,688307,3556
2195978,252379427,242577278,3262477,738101,3262
2235762,255437755,254873038,3536515,819769,3305
2006592,227005828,227207648,3005535,642842,3145
2024456,269332603,270200472,3641738,800715,3185
2024902,198803750,193470808,2745428,599557,3286
2029059,239419218,240103998,3149981,670436,3581
2449447,244021458,242329242,3431977,773807,3418
2262957,238163071,237502766,3338868,701853,3015
2232758,231710294,229899499,3224007,741246,3083
2210643,220222808,223245880,3066404,710024,3149
2395771,257969888,249234477,3562750,796870,3393
2437012,262189057,261341901,3485364,800086,3393
2863814,318310072,297099343,3909591,750743,6151
2588064,240749899,239744634,3375235,685996,3436
2410060,241275945,237853023,3143928,686277,3227
2670727,228981561,229415815,3469059,772898,4291
2885289,248894526,236404058,3485080,798827,4140
3987410,442814167,440906010,6248983,1437050,5789
4176331,461444421,453539164,6228783,1420496,6096
4033782,440211736,432117537,5567729,1235744,5828
3828356,413184689,396179109,5366363,1270455,5948
3537646,306648245,296642426,4172625,927099,4160
2939202,303707815,303824306,4189671,925105,3812
2649842,269852208,264929774,4555884,853411,3759
3018325,335358357,339703401,4494541,960137,3674
2653250,300261347,297936406,3859395,804064,3570
2933695,254763639,256381340,3761310,836615,4660
2777303,275186286,256214940,3565643,787214,3513
2491269,255471755,248978706,3484195,759803,3361
2317611,302010304,302562669,4038476,852868,3391
2083763,279017452,273698195,3588577,793776,3628
2469216,283265176,271067779,3623042,773995,3381
2502660,282276005,281503016,3633747,762444,3429
2659398,211342164,205961751,2974942,663025,3412
2630419,255772201,255048450,3552264,798142,3789
2581491,264599959,253576832,3486683,736924,3319
2276046,232172396,232585166,3244502,694429,3183
2640396,249961935,241104719,3373514,725775,3149
2525027,257708419,260652718,3475164,727935,3042
2695506,245473090,209870885,3143432,705184,3725
2551922,218430641,220217960,3382149,721169,3194
2486966,275315451,256503739,3433509,720535,3052
2189167,250735318,248893756,3373057,716531,2974
2471452,282015778,273584302,3709927,784716,3384
2454384,262332150,264170063,3474259,749269,3721
2579841,249955674,250113736,3394997,695149,3260
2419090,273484830,263339150,3562391,848738,3351
2401864,239431951,239172653,3445966,759544,3256
2923498,299200128,282935465,3903179,837447,3536
2030967,250000268,240827692,3164222,711607,3207
1963204,232122653,236824976,3257921,709215,3185
2244529,264898961,265006016,3380196,675252,3408
2005366,215976346,214580747,2942053,614043,3076
2462589,239315286,224102352,3254462,738151,3208
2290991,216645982,209260192,3002680,645218,2906
2695633,227477003,224412317,3171568,699888,3511
1909929,235712692,228075558,2962825,650481,2927
2623304,305754888,285718481,3846815,837792,3282
2414764,297350668,286207930,3768574,821968,4115
2549029,256406476,257301579,3389381,715799,3481
2556672,241246161,241831742,3385176,678076,3566
2475641,285041765,279331515,3695236,787402,3520
3031400,305233473,286798546,3989784,854699,4076
2524863,253301818,251764697,3419499,786031,3376
2238808,277059719,273197873,3480432,717909,3491
2110999,209399186,210337812,2929566,618000,2763
2172407,240270370,238241055,3189825,701436,3184
2567048,229025303,227642148,3271421,722907,3143
2271362,222189929,222625827,3116873,673313,3248
2388696,252523413,249671773,3321571,669004,3163
2330307,250419164,248046876,3428362,742137,2886
2223556,227962964,229746763,3091601,627019,3066
2582917,266849209,258890725,3645762,783978,3405
2544534,283580689,276246128,3648207,765647,3026
2405349,266848531,246741825,3438002,771724,3413
2717711,289616022,286436673,3938233,812435,3631
2786771,278458324,268122666,3555174,821160,3345
2688463,270822329,264166597,3760592,855301,3608
2622747,302109320,300934995,3872129,810749,3218
2273039,275735871,276706912,3510402,724091,3603
2548083,249097953,248327107,3437234,726367,3108
2228936,232421745,233450753,3383530,750572,2999
2455356,256921856,242371036,3450313,747471,3466
1797326,243200038,240850717,3159931,711312,3137
2507840,286749147,278323082,4447251,785491,3154
2723109,239834957,240284797,3527189,791138,3326
2157676,231315114,234170111,3157882,687648,2953
2861838,290390653,283209874,3915415,884184,3267
2444164,289935380,291059049,3763526,763179,3535
2663246,241020805,241179307,3487848,753911,3488
2681355,263083572,257853810,3590575,801773,3312
2133777,258637914,257687486,4219062,722763,3534
2173108,271739252,262654122,3452831,747217,3308
2491017,301824278,301111895,3834973,811545,3297
4978638,435304120,435549408,7287842,1320881,5994
4873161,439445705,440207764,6012970,1311244,5666
3930593,460728540,453910745,5810165,1282762,5733
4863591,486707624,491932179,6636508,1424585,5657
3367481,341495178,340693509,4563876,986536,4429
3069376,292032769,294263440,4005140,820367,3795
2987462,305375458,303438003,4183514,887743,4121
2928141,320708784,320549678,4072776,845036,4908
2800542,323124765,316494817,4241614,935069,3694
2668953,277272208,266210736,3766380,878387,3805
2845131,281895124,278844103,3899541,875763,3659
2412581,284654629,287746341,3665135,773442,3494
2917648,231138616,224388752,3483080,751289,3379
2249169,294967464,288146837,3772774,824370,3328
2383971,314200995,313891298,4068485,872302,3358
2287587,332520963,309210946,3917377,841038,3489
2761927,267054040,269042619,3733326,796704,3463
2218308,270721335,262993074,3481429,729847,3051
2132779,278563706,268260138,3576592,779317,3216
2215479,249334158,233089530,3186673,698939,2974
2419735,246416591,248131283,3313543,716108,3161
2434432,267263166,247245957,3340789,739224,3246
2746428,304915536,303584855,3993921,827081,3359
2277695,260389202,258058323,3423429,730733,3053
2538685,317929245,317535986,4082860,838817,3631
3143012,281670297,282723777,4096872,956589,3372
2853869,261019318,258647793,3715815,815313,3399
2393013,214651102,205227310,2950809,661949,3279
2678837,298834218,288161759,4646879,839607,3857
2393872,276697459,277684208,3586657,775655,3293
2901376,245348965,242165721,3426847,777570,3366
2587165,242153005,244550857,3553176,755055,3203
2693005,293460875,286649173,3817212,832429,3441
2358928,252400207,243759168,3373619,764967,3208
2442759,248911130,249804912,3437363,765187,3225
2240519,216932299,218457105,3021502,645544,3045
2570032,241865041,243150342,3274362,677715,3009
2639345,279794667,280287997,4801515,788070,3703
2543101,276274986,268462080,3761943,833242,3091
2480392,294026234,284804094,3725989,802261,3278
2578884,310697077,306612723,4908538,826941,3455
2952147,258683382,252951637,3592429,731238,3466
2969617,262267939,256841658,3735677,830980,3544
3088907,267831872,267636323,3703302,793044,4101
2390763,260078921,258604317,3527791,765465,3245
7790798,326416346,322543524,4699505,1019421,4829
3934423,390762545,382144484,5265584,1172742,5656
4219206,445000820,416898082,5586886,1206903,6185
4301982,464410626,459653083,5845892,1250698,5758
4447761,453110255,450926192,6221869,1423841,5887
2663101,271952565,261736649,3566646,809782,3630
3092370,308160024,290342337,4032782,870657,4013
2889586,338746375,336984795,4084044,920164,4282
3149463,326123969,321682196,4387382,993812,4400
2782841,320526711,317497533,4377193,913468,4704
2822578,326498072,317677208,4258122,969605,4024
2795247,230990245,231040572,3495519,783023,3537
2663278,287618797,287366833,3850953,782428,3361
2916459,264163403,255090036,3655562,819289,3550
2659925,320914713,318098981,4155395,877644,3639
2490452,317384318,319350823,5551399,887130,3569
3204934,345472983,344922783,4791928,1017883,3983
2466771,274323177,274753610,4404915,749766,3232
2871870,255151527,249285980,3598306,760599,3410
2594463,278838717,276321607,3848441,788664,3078
2349482,285347458,285072944,3671521,1900662,3119
2234070,294393826,294548687,3843971,820706,3204
2423549,254878791,248598758,3297952,690052,2959
2467561,255266162,238641333,3442179,797514,3849
2599406,261328507,254046695,3814824,875356,3672
2408317,292811126,285616293,5068443,898120,4005
2716738,295906715,293380796,4009567,885681,3263
2768940,269366197,269964281,3908888,843657,3665
3009692,328174379,331697070,5080115,881796,3803
2993558,339039224,332624352,4504161,975757,3499
2860942,272789449,265495610,3692602,761770,3473
2264231,249996639,249321517,3363623,698249,3297
2244557,267071997,255730348,3546390,766000,3596
2738870,260305226,259792147,4534965,782492,3347
2576736,297653105,289368462,4053270,819095,3040
2602972,285521031,283040202,3957462,838836,3324
2339752,268651757,266231352,3558026,726212,2934
2456899,265043085,263487579,3585835,762046,3047
2558386,323727860,323373284,4935694,839208,3592
2942404,310312113,310726351,4269067,895711,3495
2634821,243358184,243380010,3486672,743674,3540
2755358,241711625,242971294,3510280,772178,3874
2325171,303888736,304429008,3988783,846854,3304
2913669,295377701,296823146,4249635,928736,3563
2908941,249047183,245395065,4458841,761805,3222
2726166,292471606,278988500,3954565,783596,3244
2490976,240059921,231253073,3214394,670978,2908
2172353,251036041,249913322,3413080,717912,2910
2200648,271923530,252771953,3350546,746758,2978
2349392,296449197,294239400,3806832,818039,3218
2746629,270366653,271577612,3731689,790767,3238
2632027,270248086,275254185,3947700,874159,3424
2322360,284691854,283481725,4484060,808419,3656
2621959,272040121,272431381,3759960,794738,4793
2551778,291210062,288634487,3961241,879364,3443
2333336,276451979,276321330,3773125,789008,3252
2449317,291838282,278971630,3728647,809537,3590
2649382,276353491,275474867,3900231,833940,3406
2601535,255525416,248165337,3559962,768263,3480
2107769,225795526,226844881,3162840,690729,2967
