Naive,RandomizeUpdate,Randomize,KMP,Boyer-Mooer,String.indexOf
3687506,414284568,410679765,4929554,1009609,3382
3241804,367648472,364441768,4589431,949519,3104
3205342,399361139,386719172,4900814,1029841,3413
3422887,424406746,413316277,5174646,1067297,3345
3764499,363393918,363216451,4756212,993434,3587
3886478,463614924,458036509,5616364,1078720,3050
3513088,457709563,455446593,5469498,1151496,3409
4212500,429254167,427516738,5603403,1184045,3335
3706087,404027430,404060642,5086098,1087345,3260
3332197,396041016,376663536,4840429,1039911,3810
4827927,609959807,609724800,7685431,1689166,4892
6434085,700350440,698498296,8592227,1870018,6723
6053529,661793552,644730340,7733928,1681565,5821
5456305,508751542,491208436,7464231,1297895,4688
4094201,476602626,468706955,5957381,1328195,4051
4530634,437146794,434083156,5798844,1185801,4688
4236755,408516259,405091006,6287578,1121198,3783
3896781,426378258,422420555,5376332,1166992,3703
3840636,407726184,405539449,5136854,1084708,4882
4145388,416435496,415372383,5551378,1195500,4057
4255336,381863993,380296138,5121342,1059020,3448
3967408,446616631,443230161,5497824,1123755,3498
3557099,426906168,424294120,5468648,1149222,3140
3624796,422111494,420140982,5226511,1086310,3290
3395299,376057613,376642537,4856552,1000017,3203
3402638,432198120,433893520,5276888,1080374,3295
3691283,405296669,408241220,5177812,1078807,3337
3971613,472538102,469108143,5909274,1231936,3473
4157657,469915138,466498661,6019893,1274108,3419
3624204,447945609,441149248,5479755,1134812,3309
4245371,507129501,507318242,6309053,1308644,3977
7067869,711212685,712337394,8645379,1781951,5767
6089543,832916862,835417203,9776353,2094755,5817
4583738,593589122,593360208,7108304,1551700,4344
4618126,470347759,464853758,7657317,1207407,4169
4294038,471540870,460706546,5864520,1268802,4891
4005695,493480421,490743387,6120753,1327270,3979
4053399,427638030,427299254,6551730,1243597,3776
3120257,385199698,388770183,4896901,1046998,3383
3528861,436442380,439218183,5371670,1153055,3545
3385269,481461922,480143556,5946940,1220350,3493
3182932,411912950,409754033,5052601,1097316,3255
3213696,418557556,404485840,4962039,1005310,3823
3225233,364587821,369486295,5669648,976717,3145
3464696,407675550,402378093,5200673,1093142,3215
3512077,414889843,414701432,5058362,976643,3304
3546371,448990655,439316197,5534817,1128582,4153
3260603,384528086,361022571,4616661,991424,3304
4069626,388085535,389413999,6066704,1084279,3439
3660441,413278760,412678971,5155886,1087693,3541
4303946,408128088,399070477,5316383,1090683,3678
3361364,435779648,434733731,5491843,1154821,3967
3302378,397415159,395800206,5014830,1044746,3949
3531952,425966493,427814236,5418270,1085272,3318
3235217,421566054,421031040,5173959,1085584,3189
3819742,385936598,388141868,4963744,1029764,3321
4404810,430930498,427404205,5502466,1133982,3921
4227040,435379289,434426299,5573829,1118788,3477
3767115,381993623,382666818,4954529,1065284,3622
3803312,415336389,416925080,5321559,1112971,3591
6176719,626380503,625715183,8147617,1709829,5633
7084628,688527901,683285187,11575030,1937925,6151
5662457,731581447,730354977,10119791,1809891,5709
4320427,616164677,601302113,6925346,1400751,3979
4335210,529716868,527690819,6198038,1228739,3936
4021082,487363732,490463403,5976651,1238068,3871
3788962,476130658,473742235,5845113,2054738,3706
4281991,517544020,508306964,6990181,1205896,3497
3497131,448329582,448660219,5346108,1061011,3418
3679977,409912299,410378676,5092460,1074384,3270
3341054,458054700,452663097,5582716,1208188,3435
3999786,386147288,373673573,4898241,1017054,3160
3689853,362156782,358408380,4610765,925489,3283
3562202,500095310,496183028,5964236,1224363,3333
3510512,401757568,402962869,5065382,1030693,3233
4108706,405467978,392736039,5375681,1170752,3556
3933612,406470173,407809362,5277683,1058457,3513
3889788,507220775,501123330,6196145,1244494,3471
3825281,475847145,472834340,5962431,1259128,3691
5232442,660769753,659309499,8116525,1746520,5145
7313281,715089892,710615819,9006466,1917567,6273
6746342,723634385,742244855,8815320,1883270,5745
4473160,484137998,482508096,6062354,1289451,3788
4463287,444496840,442236186,5730714,1240432,4118
4392122,437732247,436729577,5908609,1300846,3835
3267295,438236316,432032817,5361610,1171799,3868
3848754,517038868,515767832,5909227,1216854,3540
3305667,468719961,455987768,5514056,1138009,4367
4086426,469524934,470745321,6011623,1244033,3569
3824974,438707763,445142529,6224376,1043432,3685
3683062,429945459,429463310,5161682,1047014,3913
3417996,397764414,398922167,6758451,1056375,4579
3543735,364675511,360406168,4754670,1001616,3392
3784611,403196732,400241271,5063537,1035510,3372
3602235,403528993,404454823,5951799,1068814,3315
4097392,463332398,462665813,5974530,1257164,3545
3508606,380428297,370852560,4735764,1046903,3678
4182720,431971616,418970812,5411120,1143889,3638
3832385,475172893,472629782,6441200,1171431,3690
3903574,437633833,434222457,5431021,1162538,3126
3803019,435729735,439878861,5560181,1136614,3289
4167876,417546775,415687662,5458669,1098948,3385
3598719,420012588,407224754,5248896,1104581,3310
3026232,373769446,374654837,5400808,988818,3083
3895825,491608156,491567624,5946283,1210160,3474
3630980,462384316,461859038,5660208,1196615,3322
3739233,429420874,430417425,5623187,1232254,3656
3907334,471754971,468915500,5679777,1146348,3683
3660625,350803527,348514820,4655421,989664,4079
3808622,357467031,357504293,4952001,1111039,3209
3667169,435571791,438850022,5296713,1068508,3301
3805600,417361395,408075225,5372205,1125502,4510
3538975,364318979,355437616,4627739,963885,3139
4075195,435735575,417059106,5534025,1174581,3882
4281515,419119605,418135020,5441983,1111544,3478
3981465,378530908,376086104,5045853,1065045,3693
4198104,426662952,416767762,5338775,1160831,3627
3665375,451552939,449241099,5464646,1056679,3476
3674555,415152909,401705816,5155606,1121901,3336
3503098,378468370,373952737,4891519,1044217,3211
3161932,403635457,399711688,5020515,1031366,3268
3534655,432041900,428437054,5200152,1027929,3232
3776383,422770717,421754757,5441737,1137871,3613
3885531,528763721,518908141,6995464,1302056,3543
3598755,437761659,441863624,5313564,1094221,3305
4280134,413535945,402175469,5260279,1114710,3537
5251855,721035398,727291183,8406474,1692262,4958
6363322,722859441,714518772,8890429,1921116,5830
5960803,815883397,812293560,9373963,1933786,5214
4648496,552424780,559776223,6788155,1435289,3916
4558549,499038542,499935926,7218407,1302601,3825
4927165,488256388,468415829,6326126,1375081,3911
3973158,454962369,451891039,5728299,1212618,3811
3604751,468256901,475232060,5632858,1175076,3570
3892726,470308725,468579925,5600133,1130535,3515
3641321,406251271,404394862,5258353,1142795,3442
3772887,437535735,439441701,5577311,1151783,3470
3240543,405807785,404249622,5259752,1137428,3203
3829087,477649512,478142904,7753490,1264922,3273
3936948,450346504,453395076,6665255,1162335,3296
3858857,392978071,395992860,4980045,1039666,3189
4844741,460122216,464036294,6065742,1325265,3616
4042801,501451870,492857536,6033457,1190914,3222
4676827,548152392,559178543,10813855,1556480,4473
4477882,509668731,506020495,6566680,1416513,4201
6259879,806497471,803437443,9933564,2146192,5992
5910964,699397292,686787553,7931724,1774529,5886
5183877,662226488,655358418,8061418,1743747,4917
4964685,441561866,435966436,5656976,1189671,4295
4617964,481054979,478123031,6201340,1380546,3890
4521747,552803528,530595233,6643102,1386514,3941
3432062,468032862,464155276,5458779,1137100,3568
3946453,424406648,427179463,5524479,1168248,3722
4139566,431316554,429389032,5543023,1129736,3769
4226560,459216815,458567280,5728427,1145672,3520
3792582,478234139,462841422,5588634,1138069,3589
3202274,410962249,409617296,5230361,1110039,3204
3596568,420256454,428497289,5144640,1071412,3543
3831559,468044295,448427954,5691550,1168427,3538
3770856,516235684,499466087,6466559,1347097,4070
5599474,566747174,591679510,11385357,3469478,4614
5544566,597346648,540053233,7060606,1557835,4642
4726210,431405239,424715937,5945197,1345649,3752
3808928,373073613,378202996,4986836,1051082,3489
3191417,430669357,431188055,5273262,1145819,3402
3831897,445808419,444705645,5430912,1109073,3203
4317865,392249908,387829002,4856816,920879,3195
3811379,424241535,408626486,5935299,993139,3339
4757221,474331807,474474626,6194400,1302095,3917
3945072,467644114,473476125,6509949,1249166,3490
4644992,497449816,516332458,6053818,1343568,4259
6244605,640179751,707624257,8634550,1979992,5773
9557081,960829875,943893112,12827370,2699786,8130
7866384,800938336,769154938,10285730,2330922,7093
5109085,526169270,525820242,7802151,1450835,4522
6641832,709106145,719194616,13242378,1981216,5593
7513174,643848748,643811447,14263327,1812926,5417
4646121,477522362,472987992,6621569,1224525,3548
3992795,452374677,441225330,5635617,1226612,3985
4298027,456941742,457515795,5894503,1202672,3681
4298530,489071020,482215248,5758870,1145440,3810
3883533,426899204,427347263,5988047,1104691,3475
4556377,506360311,506967719,6727574,1414837,5574
4238722,457760081,443398008,5537721,1091204,3899
3891492,457701130,447331045,5801974,1201330,3683
4485510,451451550,449386558,5656541,1157180,3702
4181613,421701292,419275152,5457575,1111368,3800
4169472,484624027,486711887,5994369,1141783,3730
4053225,589615294,592246798,7076006,1514074,3965
3878779,439695738,436412569,5587205,1142753,3825
3589348,474262760,472847118,5575092,1149161,3312
3939037,438784871,421615610,5498712,1166525,3256
3881695,442144195,439993862,5552651,1197227,3479
6394108,442464967,437379647,5569168,1174419,3586
4138074,416073459,413992504,5503820,1186856,3721
4381776,540140470,535689569,6237960,1238971,3365
3720233,527642085,522598881,6365974,1344491,3574
6813153,698670167,695476321,8915292,1931846,5239
7359402,706053416,684524782,8917783,1953465,6216
6748645,710699958,688277784,8724021,1901431,5569
4943552,553975691,555196263,6803041,1345825,3707
4238201,489834429,494176737,6179125,1344388,3754
3978802,483304422,493285639,5862018,1212104,3910
4325052,516404675,501127082,6072882,1254118,3808
4036797,503400259,483009288,5917431,1247285,3583
3995143,471416826,463389983,5646665,1198728,3544
3956459,464575466,435358884,5643864,1202960,3357
3777070,404649381,399562395,5203570,1078986,3523
3709648,451978851,450946753,5608040,1143449,3339
3789312,372868144,376296187,5034161,1088128,3233
3487554,498511378,480657802,5773888,1193861,3116
3609110,459404495,458086512,5761130,1166174,3439
3943892,467077065,463933432,5664655,1159935,3662
3906986,477229442,476467489,5644654,1188836,3260
4535778,467866026,468501124,6108008,1287192,3457
4280744,459988247,452278679,5682037,1138611,3215
7013180,734652036,739643734,9552542,2125055,5646
6439696,790140362,788718131,9512174,1996177,5672
6303973,597746950,589834867,7516209,1650084,4920
4534927,479762760,463098716,5954861,1256368,4101
4898603,546908722,537335425,6623910,1353882,4030
4703008,514419931,508619982,6337325,1294496,3800
4320836,543099133,537856176,6524222,1307143,3613
4407611,420022961,400535195,5403576,1165966,3518
4281976,484841520,481926589,6001995,2220195,3472
4095961,461292656,460124972,6585246,1221239,3424
3854651,445422377,445506271,5512099,1199628,3572
4211102,411966414,413906797,5571520,1142924,3344
3614368,412389456,412812532,6225594,1074986,3408
4104702,425551712,422373530,5412573,1095162,3252
3669929,423167380,420716220,5222289,1096552,3169
4931898,421860904,418492810,5791427,1197909,4053
4193011,462308540,464484476,5879620,1185428,3619
3690802,496914052,493494436,6112998,1268461,3571
4237626,471575582,442804580,5604465,1807550,3299
3486406,483951320,484276487,5769861,1181589,3261
3356866,428882133,416321511,5163889,1089641,3175
3618798,439431638,439126662,5456120,1119918,3090
3597930,444615030,437442519,5266817,1087934,3267
3614070,430359797,427698023,5433751,1137435,3321
4020536,398216470,402028567,5175137,1096928,3193
3679082,358976027,358504033,4594731,924856,2995
3706499,466485127,455336505,5447730,1132871,4076
4544313,422584539,429426082,5724867,1118252,3446
4233898,449722126,435106024,5376301,1071685,3998
4342759,598975843,586600958,6853206,1323489,3323
4580172,468351016,469464542,5897362,1234289,3821
4884742,549214966,548091335,7090334,1535436,4361
6880500,818815307,826522273,10959802,2079894,5919
6482865,637488608,640963441,9437895,1809987,5844
4887739,626576250,619174926,7086676,1521882,4389
4826824,453998285,459277795,6079857,1281977,4051
4770385,451595865,443997006,5861355,1337743,4009
4522543,504046328,500070869,6421570,1352887,4282
4152290,491622278,484641928,7062137,1264308,4202
3842154,464588654,457467184,5695952,1183867,3628
4190823,497153535,498151761,6065140,1244118,3831
5243601,527845784,527581477,6819090,1354305,4142
4040066,464418069,465664256,6279429,1384799,4203
4375652,473820794,469957376,6477828,1517197,4780
4187411,462656385,471545819,6416429,1421658,3881
3943229,484682395,468622409,5912176,1222955,3775
4027810,436250857,436291305,6485559,1096698,3528
4924561,524882833,523178160,6805795,1430492,3804
4443984,452449498,453360189,5929421,1272282,4140
4482116,509780054,487723512,6411403,1370320,4506
8898809,882544975,835702521,11159249,2512569,7780
10467417,1071766709,1003481181,14511706,2788552,8159
6314438,640808768,606813027,8361365,1798706,5569
6953039,591642445,632567332,8054915,1782437,5253
6602129,673540834,625257567,20696203,1902050,6073
5590268,637985223,599148948,7854043,1750470,5002
4582122,622852250,592091230,7605077,1765318,4491
6955111,586193753,601043305,9069597,1654670,5162
7706941,573922733,576603693,8735017,1788803,5622
6168074,701221503,696638143,11164044,2154206,5858
9695533,638888994,623913512,7889232,1775787,4900
5254565,540287722,531442275,7506816,1754452,4732
5358723,545302328,553812556,8781667,1645101,4770
13430733,522736213,527149974,7133592,1718995,4950
7161000,668492115,679803786,9660789,1810588,4891
6318490,775010563,739968205,7963615,1889358,5554
5990217,669055860,666808876,8507833,1990636,5197
5328504,513312741,516918489,7077367,1565834,4808
4008133,441575427,429144159,5457458,1155661,3336
4500730,481781200,468118002,5867532,1233891,3506
4755295,490754137,475747830,7189025,1338802,3702
4442866,575152449,568781819,6869548,1407142,3846
4529119,543021283,537974562,6583794,1458734,4427
5079486,542936583,542320098,6673787,1389493,4029
4600560,580119089,580384374,6974474,1390213,3723
3901687,452171039,455361029,5677668,1193965,3374
4567460,501881122,498403744,6164521,1277518,3371
4435739,523164900,516551850,6520101,1296443,3600
4513803,503408332,503601282,6178610,1301951,3845
4476934,564092543,548364372,6834457,1492426,4133
4448398,531051044,530666031,6679953,1425712,3867
4652264,492616023,495229589,8348712,1319889,3826
4432163,436418123,438059044,5698263,1220868,3484
3828712,493822101,496257440,5705125,1130951,3821
4731245,395617651,391251465,5409120,1141047,3685
4446049,504496120,486299011,6133267,1222909,3688
4261794,441228336,437483334,5497547,1130602,3060
3695394,439478561,441400308,5384267,1118671,3381
3300217,375100132,373154339,4675635,992038,3176
4636558,496536578,481630396,5954368,1173583,3492
3905257,389933975,393254889,5235267,1172818,3150
3998933,513641758,510071007,6076488,1292306,3207
3721458,413952307,406861657,5348253,1141689,3473
4846198,438552815,439398720,6037453,1301509,3807
4882481,495044353,489082396,6370897,1496769,5526
9088796,992598876,986337370,11313350,2390275,6565
7665034,741174666,738644922,10639290,1903543,6667
4981103,589598523,585825551,7193161,1531268,4127
4643364,493187307,489468077,6137002,1303705,3846
5212020,533357189,535474607,6865995,1507355,3997
4599374,560119440,547744268,6696325,1350602,3777
3792208,516608112,518160484,6250837,1314121,3514
3893192,515996548,511348891,6130836,1284182,3425
4007485,449493614,450471415,5803572,1234685,3735
4286639,447686994,446661617,5531418,1115575,3464
4356948,505725862,506931174,8683048,1362919,4025
5024799,563822203,547279606,6888287,1461843,3838
4908941,524900886,528049579,6635618,1342003,4023
3923691,450840981,448016101,7212157,1227335,3506
4021547,457086073,453624499,5716913,1201667,3420
4175448,463104228,464413707,5701128,1195418,3497
4495837,498151823,497888078,6268294,1296333,3457
4083132,498302902,495682126,6272215,1317533,3538
3983963,516016388,513082498,6066511,1149808,3077
3341106,465624020,466272622,5505958,1156947,2995
4630025,469790485,469190474,5930948,1121581,2979
4088804,513753967,508263226,6285491,1286476,3748
4091155,439972324,437914084,5562248,1173545,3544
4177722,459085079,456236373,5682018,1190480,3937
3962303,490909220,489075878,6303924,1340063,3530
3891383,522364614,506433480,6853011,1217425,3505
4132253,553909215,552655289,6248556,1209189,3215
3812428,443857876,441087680,5421321,1112202,3121
3457000,469537570,466088252,5679508,1152191,3982
3844284,485318710,482697348,5826471,1216827,3280
4148146,468832184,470850507,5613323,1159660,3930
